train/policy_gradient_loss,eval/mean_ep_length,train/clip_range,train/loss,train/explained_variance,time/total_timesteps,train/clip_fraction,train/entropy_loss,eval/mean_reward,train/std,eval/success_rate,train/approx_kl,train/value_loss,train/learning_rate,train/n_updates,reward/env_0,pose_reward/env_0,success_rate/env_0,distance_reward/env_0,pose_reward/env_1,reward/env_1,distance_reward/env_1,success_rate/env_1,distance_reward/env_2,reward/env_2,pose_reward/env_2,success_rate/env_2,pose_reward/env_3,reward/env_3,distance_reward/env_3,success_rate/env_3,success_rate/env_4,reward/env_4,pose_reward/env_4,distance_reward/env_4,reward/env_5,distance_reward/env_5,success_rate/env_5,pose_reward/env_5,reward/env_6,distance_reward/env_6,pose_reward/env_6,success_rate/env_6,reward/env_7,distance_reward/env_7,success_rate/env_7,pose_reward/env_7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3991.916727707824,24.185175954494476,0.06666666666666667,-83.6062972391328
,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.8491074302239,-5117.5278503949685,22.976132364399,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-84.88899300102135,-4524.858650330037,-156.63578205398608,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-133.57692372498178,-4453.228527657109,-100.2661642178709,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3089.9806890760774,24.390739226391972,0.03333333333333333,-80.16752073907102,,,,,,,,
0.0005841938247613144,,0.2,924.8804931640625,0.34260863065719604,,0.1013671875,1.1680805580690503,,0.21590664982795715,,0.008163413,16624.384220695494,0.0003,8500,,,,,,,,,,,,,,,,,0.03333333333333333,-3968.1848081909766,-80.71337574810552,-144.49075895038968,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3552.612779031714,-88.85768551815907,0.0,26.485555679540816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3306.205207959443,24.68803395544503,-76.7839019486864,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4320.239041206385,-171.64928596884732,0.03333333333333333,-99.22222089888382
,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.43289057617514,-3857.436480329535,23.00681052125411,0.13333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,22.903265367631814,-2874.6542147356913,-85.18896782358026,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-75.9089225750619,-4182.754103120069,-166.81676127828413,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3897.464329360838,-177.0508671349656,0.06666666666666667,-78.00985442517405,,,,,,,,
,,,,,,,,,,,,,,,-4193.491560901066,-72.13989231912915,0.03333333333333333,-193.9237011643827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,-2888.276890533027,-87.27285870079712,23.816710278626665,,,,,,,,,,,,
-0.0006474180532677565,57.74,0.2,27082.345703125,0.22720587253570557,13944000,0.094940185546875,1.167295264452696,-504.45595928,0.21594767272472382,0.05,0.007730491,44616.89270896911,0.0003,8510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4290.406726743528,-230.34708295313524,-91.89070483745068,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3032.6235798718985,23.793633890884944,0.03333333333333333,-82.24589720286761
,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.03429052948233,-5000.070675932648,23.389177874042,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-425.42534743395095,-5620.115629840671,-97.77059087282804,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-78.72562773595422,-4764.579136199951,-194.8958949640366,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4147.622337660547,-183.4072432628358,0.06666666666666667,-93.47814634725748,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,-2753.807687250621,-72.05606400552418,24.209782797087758,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4663.778593953125,-110.28801080103948,0.03333333333333333,-193.45842152447935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0006988959350564983,,0.2,22938.8671875,0.2163504958152771,,0.09449462890625,1.1681751122698187,,0.2157515287399292,,0.007529462,52622.770520401,0.0003,8520,,,,,,,,,,,,,,,,,,,,,,,,,-3689.8498808965187,-120.95149852084404,-99.22681496191004,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4465.96327825709,-315.2698536676168,0.1,-95.92902604189808
,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.47427365657532,-4401.476001859721,-162.7983933200438,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-147.92100351985172,-3845.1000992067975,-80.2573463479483,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-87.37025936379123,-3092.3974424302896,26.18901895874321,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3057.931660217468,23.393378401433235,0.03333333333333333,-84.1219884376777,,,,,,,,
,56.87,,,,13968000,,,-477.47070929,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3338.9082867282295,-100.02631094891042,0.0,23.251596494204993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3496.6735936868936,-94.25541343122629,26.00814781674382,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3820.1395547122606,-148.52519345295138,-84.05139899909182,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3181.5047560012913,24.13015991933146,0.03333333333333333,-108.45428591954685
-0.0005022361099690897,,0.2,11931.8369140625,0.42776477336883545,,0.157373046875,1.1883917585015298,,0.21511998772621155,,0.010563326,13468.097669315339,0.0003,8530,,,,,,,,,,,,,-78.93464388090229,-2713.436051949496,24.065301889319105,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,23.046849330337245,-3311.3977788500247,-84.4631458053409,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2425.937807216678,23.30824189814642,0.1,-74.81787643425945,,,,,,,,
,,,,,,,,,,,,,,,,,,,-88.97200192498488,-3251.3108826877647,26.281854810358166,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3571.5519395974015,-70.22006929629565,0.06666666666666667,-106.16858730327064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,-4341.946277428698,-99.57480942483616,-200.46290347994585,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5052.616711827028,-328.73373134552463,-89.99072062564568,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4176.01135792106,-160.55201328974707,0.03333333333333333,-73.64654636376349
9.567332381266169e-05,61.8,0.2,44933.0859375,0.22183138132095337,13992000,0.11346435546875,1.21282766032964,-702.93875596,0.21413961052894592,0.03,0.013181103,47230.36554794312,0.0003,8540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.57667802945925,-3237.525254330392,23.804135641059972,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-110.56929204047194,-3586.5450134354724,-77.68487686544093,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3180.6639870829467,24.99746584615436,0.03333333333333333,-94.12313035997826,,,,,,,,
,,,,,,,,,,,,,,,,,,,-92.92200846250601,-4784.362547858035,-228.21008284716635,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3136.1173325288264,-102.88424354468644,22.83802145654833,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4458.861707190262,-83.02740948286889,0.0,-131.02454171550804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4797.611069489505,-188.66788432676856,-88.72396058814887,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5123.076713416325,-347.51397309328127,0.06666666666666667,-84.0571458094409
,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.64737913633049,-2915.0647250760653,21.49659162365234,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21.371633453765682,-2732.8221472574323,-76.09865799667098,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
0.0005617072536551859,,0.2,6289.56689453125,0.35386043787002563,,0.16116943359375,1.2237038943916558,,0.21443146467208862,,0.014085663,15882.722986984252,0.0003,8550,,,,,,,,,,,,,,,,,,,,,-2832.0655209330685,23.603918595258115,0.03333333333333333,-55.07483875076899,,,,,,,,
,,,,,,,,,,,,,,,,,,,-96.66177093422084,-2929.9717706019082,22.64814250057019,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2666.4471072886554,-72.90533406087587,0.06666666666666667,22.687482846100206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3125.9333302463306,-93.38062566932918,22.21340396160639,,,,,,,,,,,,
,60.04,,,,14016000,,,-629.66324686,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5268.253757966388,-337.4742327546017,-79.13639357312937,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3903.3820015893207,-98.18974600106411,0.03333333333333333,-84.38058759715537
,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.45386593169854,-5131.011336569889,-315.43302349661786,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,24.333047245363773,-3179.005927083179,-91.67736842589382,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2828.9101444808216,22.199551179098382,0.06666666666666667,-75.86624192590243,,,,,,,,
-0.0005429847100458573,,0.2,7700.3291015625,0.26446402072906494,,0.113214111328125,1.2067897297441958,,0.21451552212238312,,0.010335709,30320.928772354127,0.0003,8560,,,,,-83.50477890563558,-3228.0170329378225,24.1319400826653,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13333333333333333,-2201.8350107520787,-76.84992457735115,21.270756118671684,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2919.567122374371,-53.49984459609823,0.03333333333333333,25.44199086703764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2676.9619735793203,21.654216620209073,-72.4028788834289,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3913.3641216327355,-127.40332781648014,0.03333333333333333,-72.63069245564115
,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.92907467825528,-2728.7956267019804,21.08647022792528,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-130.01613018689758,-3565.150984394329,-76.6657005454911,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2604.9783596181665,23.6908893829513,0.1,-85.07061598597903,,,,,,,,
,,,,,,,,,,,,,,,,,,,-98.15629913251054,-3330.9327947704924,22.657500004095912,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,55.78,,,,14040000,,,-489.1708308500001,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3178.758612271148,-90.83303868274139,24.449936637551016,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3499.6193034948133,-76.10835506780445,0.06666666666666667,-116.28652884799848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00015733788859506603,,0.2,8871.568359375,0.2304883599281311,,0.161773681640625,1.1804943012073636,,0.21562397480010986,,0.011675131,21625.714690494537,0.0003,8570,,,,,,,,,,,,,,,,,,,,,,,,,-3019.258020810011,23.52248556544775,-78.66715570044907,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3736.9804346301667,-98.07477035893649,0.03333333333333333,-81.55863541275802
,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.91748235762063,-5090.496529487076,-392.62193922355857,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20.212988039802678,-1727.8561359512546,-70.45067736501152,0.16666666666666666,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4016.9835866905714,-75.60963769020229,0.03333333333333333,-99.3909600915591,,,,,,,,
,,,,,,,,,,,,,,,-2566.6539690778845,-73.36078466608566,0.06666666666666667,22.32845648643797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-2892.7109114442414,-79.36099028184589,22.200838374472116,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-79.062603911808,-3099.2939123453175,24.453618520922063,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
0.00021793560663354583,,0.2,7515.42333984375,0.31857097148895264,,0.1424072265625,1.1664475535973906,,0.2158919721841812,,0.011008575,16765.506552314757,0.0003,8580,,,,,,,,,,,,,,,,,,,,,,,,,-3759.2069556237816,-210.89127553233527,-64.47321707162853,0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.17428200957575,-2247.024937096828,22.776792493437657,0.13333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2686.3317938463947,22.733140250380167,0.06666666666666667,-70.5801058914458
,,,,,,,,,,,,,,,,,,,,,,,24.024922082713246,-3738.071704977346,-137.13520624560496,0.0,,,,,,,,,,,,,,,,,,,,
,56.16,,,,14064000,,,-381.04621509000003,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4171.752822330945,-142.53475447990058,0.0,-81.09904924192307,,,,,,,,
,,,,,,,,,,,,,,,-5415.8527121145535,-85.53892313872143,0.03333333333333333,-364.6715288803695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-72.96397303913837,-3860.588903635399,-115.12084423342797,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3413.039445726144,-84.10111790690877,25.37121028588488,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3789.8079349828486,-149.72954944557915,-72.89177305156224,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2382.0373410254324,21.35352671238635,0.06666666666666667,-52.501416883291704
,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.99006688063584,-2587.3895445864355,21.94514278289619,0.06666666666666667,,,,,,,,,,,,,,,,
-4.630131661542691e-05,,0.2,6848.05029296875,0.15334314107894897,,0.131390380859375,1.1800669517368079,,0.2150905877351761,,0.011795182,39228.218083572385,0.0003,8590,,,,,,,,,22.96118004763241,-3766.4452112705003,-73.3387152593824,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2896.868167831405,23.952943372608168,0.06666666666666667,-90.54930467784244,,,,,,,,
,,,,,,,,,,,,,,,-4155.498764312532,-74.48539097257112,0.0,-116.61273641285246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-63.129388943958325,-4882.232355438072,-303.9110036290532,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,-3440.0171502135804,-74.60156079971817,-91.35129756921147,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2878.2003136382095,23.177472950689367,0.03333333333333333,-70.02752522372414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2881.467675874691,25.072059504188722,-81.07333881663803,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.38162770725823,-4853.531317762798,21.6964080801243,0.03333333333333333,,,,,,,,,,,,,,,,
,54.54,,,,14088000,,,-442.39788343,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-399.5992913683384,-7286.37448210828,-76.64312231637517,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
-0.0002968078162666643,,0.2,14065.017578125,0.19092774391174316,,0.110400390625,1.2107149640098214,,0.2140459418296814,,0.009030681,33475.027088546754,0.0003,8600,,,,,,,,,,,,,,,,,,,,,-4288.442671506781,-161.43953570290117,0.03333333333333333,-71.85590954822649,,,,,,,,
,,,,,,,,,,,,,,,,,,,-74.0980088215439,-2275.6252559223276,23.655466167822794,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3484.196645531398,-82.66226821376947,0.06666666666666667,-86.45550604146385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3321.8636145837713,-70.97575112228996,25.590148691661117,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3719.6899539214987,-108.9467249932894,-67.34493399362712,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.93660214230628,-4768.182379646816,22.576205534502396,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3501.8330697468286,25.888777862575036,0.0,-96.41762282037917
,,,,,,,,,,,,,,,,,,,,,,,24.807692439870987,-5249.438782917255,-103.97248959274528,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
0.0017042886422132142,,0.2,1050.8446044921875,0.43049198389053345,,0.126507568359375,1.2297084940597416,,0.21389587223529816,,0.008339603,11195.581728363037,0.0003,8610,,,,,,,,,,,,,,,,,,,,,-2911.332705687776,21.29622475618034,0.06666666666666667,-94.65000903747669,,,,,,,,
,,,,,,,,,,,,,,,,,,,-85.71459767536939,-3361.861002150855,25.13109731689386,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3180.256057437199,-88.6967860993652,0.03333333333333333,26.24910985983122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-4363.5681621759695,-80.30112227064797,-274.7835714253469,,,,,,,,,,,,
,59.82,,,,14112000,,,-640.3202198099999,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3024.685157421227,24.855574142521036,-88.49476704605902,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3265.204639435319,-81.20566903648493,0.1,-97.24343753606875
,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.01741699832327,-5065.733488265554,26.518502287398615,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,27.048496939679413,-5267.07904325807,-92.41500414935804,0.0,,,,,,,,,,,,,,,,,,,,
0.00047494437458226455,,0.2,5093.69921875,0.24005049467086792,,0.111444091796875,1.2459820825606585,,0.2133730947971344,,0.009840067,17668.112752532958,0.0003,8620,,,,,,,,,,,,,,,,,,,,,-3114.309277458116,23.785185957666748,0.0,-72.78339886735223,,,,,,,,
,,,,,,,,,,,,,,,-3598.2769015516615,-107.8885604113841,0.06666666666666667,-96.81425651389263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-101.8363880435728,-2907.967461511776,25.26347779161043,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-3550.038578172276,-76.89551023687831,-147.47425279183335,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3654.8900033741497,-109.67184787266055,-101.48148602303192,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.29752744950967,-4182.079343214661,23.940970247066506,0.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4115.212510677341,-98.25624634747841,0.0,-88.88250543207845
,,,,,,,,,,,,,,,,,,,,,,,23.31835742199652,-4084.4617038111187,-81.91530805718351,0.1,,,,,,,,,,,,,,,,,,,,
,57.26,,,,14136000,,,-662.34221769,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2483.243748885171,21.730334468019574,0.1,-83.06595928221573,,,,,,,,
,,,,,,,,,,,,,,,-3501.080989131501,-92.70082761414399,0.06666666666666667,-100.56433724110587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-107.5066934610307,-3457.113455217253,24.719450924821864,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,-2894.093248472127,-100.09326460668323,25.029389861328063,,,,,,,,,,,,
0.0007996970874955877,,0.2,13321.076171875,0.48884373903274536,,0.127032470703125,1.2693808222189547,,0.21267589926719666,,0.011512301,8508.430614089966,0.0003,8630,,,,,,,,,,,,,-93.14278663540047,-3875.7346442040225,23.11867926806347,0.13333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3155.0371686873996,25.83335649104234,-104.40955127227524,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3347.8267999774457,25.50812666765931,0.0,-105.57592666390077
,,,,,,,,,,,,,,,,,,,,,,,24.895559116770396,-4195.548858330367,-115.03036883849924,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2444.2588427379424,-98.0343293316767,0.1,21.954522208685884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3325.4851122724967,24.725515363957218,0.03333333333333333,-126.79136740937382,,,,,,,,
,,,,,,,,,,,,,,,,,,,-96.9238712530464,-3081.598631101534,25.002432736124817,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3405.391183998648,-101.18850517547808,25.97664117570374,,,,,,,,,,,,
0.0013332052756595658,,0.2,505.6461181640625,0.7437438368797302,,0.134051513671875,1.273294791020453,,0.21254147589206696,,0.009071592,2806.1633204460145,0.0003,8640,,,,,,,,,,,,,-113.20052069533365,-3196.9018013834548,25.800220464758503,0.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4643.292018968418,24.41929422987839,-107.77963072461186,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3294.4468674987716,23.680800404660236,0.0,-93.9352783211223
,55.83,,,,14160000,,,-772.66869507,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,26.29539472924731,-3718.678580293593,-126.55849144484658,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2490.930604143909,-120.7440333536051,0.13333333333333333,22.425599329620372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2699.3116370397543,23.94650048695441,0.06666666666666667,-87.57510666024659,,,,,,,,
,,,,,,,,,,,,,,,,,,,-124.60763160069438,-3427.147555346431,22.763039042955874,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3330.0322087565473,-127.44251166810652,25.210476875348125,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.26098489054084,-3284.663624339927,25.037047500553296,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2600.6645277568846,23.705546971007678,0.1,-110.56463493048813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4023.8960655325013,25.122607723096166,-123.43861864518004,0.06666666666666667,,,,
-0.0018660765803360847,,0.2,1393.4046630859375,0.3831145763397217,,0.108001708984375,1.2853736547753214,,0.21223333477973938,,0.0093129305,16454.960565567017,0.0003,8650,-4380.453117145942,-144.04834619009006,0.06666666666666667,-168.90050666756667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-235.06594959574164,-5381.786886785212,-151.90519820179207,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3322.9487329443887,25.96409357955391,0.03333333333333333,-117.99054907028484,,,,,,,,
,,,,,,,,,,,,,,,,,,,-130.04911443059459,-4074.894490398669,-136.59496730251826,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3566.565681620762,-139.1679304307712,26.13531682731135,,,,,,,,,,,,
,59.69,,,,14184000,,,-540.0319552200001,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2282.6688108940034,22.17110857750957,-97.06924372651059,0.13333333333333333,,,,
